date,symbol,trade_type,shares,price,trans_amount,cash_after_trade,news_headline,impact_score,pred_class,margin,close,signal,close_next,ret_next,pnl,equity
2019-10-17,A,Buy,1,71.80060577392578,71.80060577392578,0.9953284697593222,,0.1966312301176967,1,0.1966312301176967,71.80060577392578,1,71.4651870727539,-0.0046715302406777,-0.0046715302406777,0.9953284697593222
2019-10-18,A,Buy,1,71.4651870727539,71.4651870727539,1.0074746183980128,,0.1966312301176967,1,0.1966312301176967,71.4651870727539,1,72.33728790283203,0.0122031560512155,0.0122031560512155,1.0074746183980128
2019-10-21,A,Buy,1,72.33728790283203,72.33728790283203,0.9969303103192853,,0.1966312301176967,1,0.1966312301176967,72.33728790283203,1,71.5802001953125,-0.0104660781385182,-0.0104660781385182,0.9969303103192853
2019-10-22,A,Buy,1,71.5802001953125,71.5802001953125,1.0008009734090215,,0.1966312301176967,1,0.1966312301176967,71.5802001953125,1,71.85811614990234,0.0038825814098246,0.0038825814098246,1.0008009734090215
2019-10-23,A,Buy,1,71.85811614990234,71.85811614990234,1.0010679999647225,,0.1966312301176967,1,0.1966312301176967,71.85811614990234,1,71.87728881835938,0.000266812845706,0.000266812845706,1.0010679999647225
2019-10-24,A,Buy,1,71.87728881835938,71.87728881835938,1.006273902091042,,0.1966312301176967,1,0.1966312301176967,71.87728881835938,1,72.2510757446289,0.005200348154674,0.005200348154674,1.006273902091042
2019-10-25,A,Buy,1,72.2510757446289,72.2510757446289,1.0164176172071784,,0.1966312301176967,1,0.1966312301176967,72.2510757446289,1,72.97940063476562,0.0100804712266289,0.0100804712266289,1.0164176172071784
2019-10-28,A,Buy,1,72.97940063476562,72.97940063476562,1.0166847500209593,,0.1966312301176967,1,0.1966312301176967,72.97940063476562,1,72.99858093261719,0.0002628179689711,0.0002628179689711,1.0166847500209593
2019-10-29,A,Buy,1,72.99858093261719,72.99858093261719,1.0160172367607478,,0.1966312301176967,1,0.1966312301176967,72.99858093261719,1,72.95065307617188,-0.0006565587417316,-0.0006565587417316,1.0160172367607478
2019-10-30,A,Buy,1,72.95065307617188,72.95065307617188,1.0110783611901286,,0.1966312301176967,1,0.1966312301176967,72.95065307617188,1,72.59603881835938,-0.0048610155339147,-0.0048610155339147,1.0110783611901286
2019-10-31,A,Buy,1,72.59603881835938,72.59603881835938,1.027362518248497,,0.1966312301176967,1,0.1966312301176967,72.59603881835938,1,73.76525115966797,0.0161057319426759,0.0161057319426759,1.027362518248497
2019-11-01,A,Buy,1,73.76525115966797,73.76525115966797,1.024292722309702,,0.1966312301176967,1,0.1966312301176967,73.76525115966797,1,73.54483795166016,-0.002988035755897,-0.002988035755897,1.024292722309702
2019-11-04,A,Buy,1,73.54483795166016,73.54483795166016,1.008409264472005,,0.1966312301176967,1,0.1966312301176967,73.54483795166016,1,72.4043960571289,-0.0155067565079257,-0.0155067565079257,1.008409264472005
2019-11-05,A,Buy,1,72.4043960571289,72.4043960571289,1.011612839333851,,0.1966312301176967,1,0.1966312301176967,72.4043960571289,1,72.63441467285156,0.0031768598075338,0.0031768598075338,1.011612839333851
2019-11-06,A,Buy,1,72.63441467285156,72.63441467285156,1.0132139360872523,,0.1966312301176967,1,0.1966312301176967,72.63441467285156,1,72.74937438964844,0.0015827169161431,0.0015827169161431,1.0132139360872523
2019-11-07,A,Buy,1,72.74937438964844,72.74937438964844,1.0229579083054396,,0.1966312301176967,1,0.1966312301176967,72.74937438964844,1,73.4489974975586,0.009616895179922,0.009616895179922,1.0229579083054396
2019-11-08,A,Buy,1,73.4489974975586,73.4489974975586,1.0257608902046944,,0.1966312301176967,1,0.1966312301176967,73.4489974975586,1,73.65025329589844,0.0027400754972392,0.0027400754972392,1.0257608902046944
2019-11-11,A,Buy,1,73.65025329589844,73.65025329589844,1.0284306244712995,,0.1966312301176967,1,0.1966312301176967,73.65025329589844,1,73.8419418334961,0.0026026867392773,0.0026026867392773,1.0284306244712995
2019-11-12,A,Buy,1,73.8419418334961,73.8419418334961,1.0298986861082116,,0.1966312301176967,1,0.1966312301176967,73.8419418334961,1,73.94734954833984,0.001427477558505,0.001427477558505,1.0298986861082116
2019-11-13,A,Buy,1,73.94734954833984,73.94734954833984,1.0245593238330817,,0.1966312301176967,1,0.1966312301176967,73.94734954833984,1,73.56398010253906,-0.0051843568179569,-0.0051843568179569,1.0245593238330817
2019-11-14,A,Buy,1,73.56398010253906,73.56398010253906,1.0445811088646972,,0.1966312301176967,1,0.1966312301176967,73.56398010253906,1,75.00155639648438,0.0195418503993599,0.0195418503993599,1.0445811088646972
2019-11-15,A,Buy,1,75.00155639648438,75.00155639648438,1.040309534038129,,0.1966312301176967,1,0.1966312301176967,75.00155639648438,1,74.69485473632812,-0.004089270608398,-0.004089270608398,1.040309534038129
2019-11-18,A,Buy,1,74.69485473632812,74.69485473632812,1.0583293105795113,,1.86063663937456,1,1.86063663937456,74.69485473632812,1,75.98868560791016,0.0173215528184536,0.0173215528184536,1.0583293105795113
2019-11-19,A,Buy,1,75.98868560791016,75.98868560791016,1.0480517102822438,,1.86063663937456,1,1.86063663937456,75.98868560791016,1,75.25074768066406,-0.0097111553034847,-0.0097111553034847,1.0480517102822438
2019-11-20,A,Buy,1,75.25074768066406,75.25074768066406,1.045114630685697,,1.86063663937456,1,1.86063663937456,75.25074768066406,1,75.03986358642578,-0.0028024185903533,-0.0028024185903533,1.045114630685697
2019-11-21,A,Buy,1,75.03986358642578,75.03986358642578,1.0560597442431765,,0.1966312301176967,1,0.1966312301176967,75.03986358642578,1,75.82572937011719,0.010472644087183,0.010472644087183,1.0560597442431765
