date,symbol,open,high,low,close,volume,daily_return,daily_volatility,market_return,beta,alpha,idiosyn_return,idiosyn_volatility,market_adj_return,market_adj_volatility,impact_score
2019-01-24,A,68.0484193731566,68.75308891715567,67.98176154149667,68.73404693603516,1509600,0.007396655313603562,0.016878410180099016,0.0013757255543636049,1.2639400891219645,-0.00012081786249215761,0.005778638496306021,0.007424903016367836,0.006020929759239957,0.0076391648232858956,0.0
2019-01-25,A,69.31491462858554,70.21004016996793,69.09589192148815,70.13385772705078,2215300,0.02036560996209502,0.0166738931200507,0.008488694060713842,1.2639400891219645,-0.00012081786249215761,0.009757227096959436,0.007422904945125126,0.01187691590138118,0.007711983884189436,0.0
2019-01-28,A,69.28638669340333,69.78155831837543,68.95309740109887,69.77203369140625,1729600,-0.005159049385999648,0.016425010848560573,-0.007846827493937836,1.2639400891219645,-0.00012081786249215761,0.004879688318504979,0.0072084854230181445,0.002687778107938188,0.007469597332264031,0.0
2019-01-29,A,70.18149532411529,70.52430919383377,69.70536575674637,70.04817962646484,1684500,0.003957831246254928,0.015946508394157812,-0.0014562465775435074,1.2639400891219645,-0.00012081786249215761,0.0059192575377509824,0.00703350734382053,0.0054140778237984355,0.007261529491407699,0.0
2019-01-30,A,70.21957248948462,71.98125008268141,69.97199039498332,71.83841705322266,1679500,0.025557229842436024,0.016106704737155555,0.01554926091974429,1.2639400891219645,-0.00012081786249215761,0.006024713472245903,0.006872624069727781,0.010007968922691735,0.00721089602782345,0.0
2019-01-31,A,71.61938742130943,72.66687070597806,71.1051667691648,72.4192886352539,2951300,0.008085807091223973,0.01567779371014831,0.008597395948725328,1.2639400891219645,-0.00012081786249215761,-0.002659968447932577,0.006811028003903186,-0.000511588857501355,0.00708717091095074,0.0
2019-02-01,A,72.52405611645317,72.93352055248941,72.00983533366026,72.40978240966797,1343900,-0.00013126648666517138,0.01191511182506571,0.0008986100931438479,1.2639400891219645,-0.00012081786249215761,-0.0011462379453871458,0.006603405362862848,-0.0010298765798090193,0.006165327194333671,0.0
2019-02-04,A,72.54309360423422,72.5907094620661,71.72415025261293,72.40025329589844,2245900,-0.00013159981224108996,0.01047645898048511,0.006776236617404008,1.2639400891219645,-0.00012081786249215761,-0.008575539063862074,0.006595187393346138,-0.006907836429645098,0.006601127422992621,0.0
2019-02-05,A,72.18122333728464,72.85732624523037,72.17169871459289,72.6668701171875,1593500,0.003682539896641135,0.009995182157571673,0.00470842037697472,1.2639400891219645,-0.00012081786249215761,-0.0021478035117638086,0.006292038109843158,-0.0010258804803335853,0.006210321929644788,0.0
2019-02-06,A,72.47644757932123,73.02875965351964,72.37169848714012,72.65737915039062,1504900,-0.00013060926914243431,0.00992109588553657,-0.0022244379802809355,1.2639400891219645,-0.00012081786249215761,0.002801764932392292,0.006292924296627468,0.0020938287111385012,0.006198085006436032,0.0
2019-02-07,A,72.105053529057,72.48595858677267,71.295634822136,71.73367309570312,1660600,-0.012713176080512811,0.010097180000214824,-0.009357140143940179,1.2639400891219645,-0.00012081786249215761,-0.0007654936705621916,0.0054444575300409475,-0.003356035936572632,0.0054127057201677565,0.0
2019-02-08,A,71.48606887740118,72.19073836552703,71.19087096990756,72.18122100830078,1318100,0.0062390212752740926,0.010037504798761919,0.0006762010869560964,1.2639400891219645,-0.00012081786249215761,0.005505161475654593,0.005496313704942071,0.005562820188317996,0.005434635694042972,0.0
2019-02-11,A,72.37167063880534,72.74305099902865,72.13360593275664,72.4478530883789,1018000,0.0036939258764749905,0.010016650330456142,0.0007091030986317026,1.2639400891219645,-0.00012081786249215761,0.002918479905285933,0.005347139462399897,0.002984822777843288,0.005311546809564405,0.0
2019-02-12,A,73.133495374029,73.56200902539459,72.78115692246281,73.3906021118164,2045500,0.013012794489402513,0.009727741215748353,0.0128902247439735,1.2639400891219645,-0.00012081786249215761,-0.00315885945980535,0.0053850847921525224,0.0001225697454290131,0.005171288007350941,0.0
2019-02-13,A,73.67630070286522,73.79056716302988,73.07637272635475,73.56202697753906,1376400,0.0023357877001946026,0.009595718933638211,0.003023994668760688,1.2639400891219645,-0.00012081786249215761,-0.0013655425284509692,0.00538813844923892,-0.0006882069685660852,0.005204649528757864,0.0
2019-02-14,A,73.32393744926408,73.59056878665413,72.86684996719609,73.34297943115234,1618100,-0.002977725810268894,0.009306032337165343,-0.002651641555101225,1.2639400891219645,-0.00012081786249215761,0.0004946081156974105,0.004594476159639766,-0.00032608425516766903,0.004393110044819528,0.0
2019-02-15,A,73.92387810076579,74.57141463878988,73.7715204086689,74.56189727783203,1919700,0.016619420919815386,0.009574132156882229,0.01087875260858695,1.2639400891219645,-0.00012081786249215761,0.0029901472406743505,0.0046017096434598235,0.005740668311228436,0.004449355293337075,0.0
2019-02-19,A,74.27620987961362,74.58093250133382,73.7143804972884,73.81912231445312,2968000,-0.009961857067708246,0.009794175073836977,0.0014987433214488366,1.2639400891219645,-0.00012081786249215761,-0.01173536097249908,0.005499115509237977,-0.011460600389157083,0.005430279917700522,0.0
2019-02-20,A,73.82863790932109,75.03801088818211,73.63818901847596,74.80946350097656,2076500,0.013415781107567248,0.009571101667814722,0.0017771107537685182,1.2639400891219645,-0.00012081786249215761,0.011290437445561623,0.005648659277886272,0.01163867035379873,0.0058068788161057166,0.0
2019-02-21,A,73.96194962609722,74.82850874291472,72.84780841746824,74.17144775390625,3570800,-0.008528543277976919,0.010031077631135263,-0.003526436790880272,1.2639400891219645,-0.00012081786249215761,-0.0039505205837365755,0.005773148453949847,-0.005002106487096647,0.0060162554188402315,0.0
2019-02-22,A,74.42855014887569,74.7142234253807,74.114303006078,74.67613220214844,2797700,0.0068042955008331685,0.010022110530318476,0.006411102394986878,1.2639400891219645,-0.00012081786249215761,-0.0011781359691644296,0.005688079371114888,0.0003931931058462901,0.005934185292148258,0.0
2019-02-25,A,75.13321902483386,76.02833733569878,75.08560317987856,75.55220794677734,1878000,0.011731670063700683,0.009459371356962922,0.0012318625699112573,1.2639400891219645,-0.00012081786249215761,0.010295487439793194,0.005733805840660799,0.010499807493789426,0.005813107132104335,0.0
2019-02-26,A,75.42843682735365,75.48557004425166,74.67615132250397,74.7999496459961,1992600,-0.009956801015149397,0.00975397823802096,-0.0007904570968998437,1.2639400891219645,-0.00012081786249215761,-0.008836892739154561,0.0060352957724538695,-0.009166343918249553,0.006256103777904314,0.0
2019-02-27,A,74.51425398506667,75.75219337906084,74.51425398506667,75.6283950805664,1254400,0.011075481180015112,0.00989916720563681,-0.0005440493877303387,1.2639400891219645,-0.00012081786249215761,0.011883944874121904,0.006467980038425027,0.01161953056774545,0.0066416372304703795,0.0
2019-02-28,A,75.39987155130042,75.9426589169026,75.12371555614703,75.6474609375,1759100,0.00025209918726010194,0.008502098109498785,-0.0028255083152146643,1.2639400891219645,-0.00012081786249215761,0.003944190281499534,0.006389590189352908,0.0030776075024747662,0.006323353756770291,0.0
2019-03-01,A,76.18073476405458,77.5519903146591,76.18073476405458,77.36153411865234,1625900,0.022658700766817752,0.009554439454726175,0.00689532059343434,1.2639400891219645,-0.00012081786249215761,0.014064246503919993,0.007039021214264676,0.015763380173383412,0.007150574293049652,0.0
2019-03-04,A,77.60910172612083,77.85669107875542,75.73315049743209,76.30450439453125,3204100,-0.013663505205311566,0.010266525591710122,-0.003880558492514008,1.2639400891219645,-0.00012081786249215761,-0.008637893895948257,0.007360557307952947,-0.009782946712797558,0.00757080504423538,0.0
2019-03-05,A,76.19977501891006,76.20929964478414,75.57128774927703,75.93314361572266,1405600,-0.004866826431221938,0.010388481480209509,-0.001131532823106185,1.2639400891219645,-0.00012081786249215761,-0.003315818871448521,0.007097517388981155,-0.003735293608115753,0.007426288950239807,0.0
2019-03-06,A,76.0093114091549,76.16167633306338,74.97135260937631,74.99039459228516,1750500,-0.012415514208242162,0.010897973325448113,-0.006524098653592381,1.2639400891219645,-0.00012081786249215761,-0.004048626512087962,0.007155152625949504,-0.0058914155546497815,0.007582734623901417,0.0
2019-03-07,A,74.93326039305892,75.32368279141149,74.28572400528161,74.97135162353516,1818100,-0.000253938772472595,0.010899057541099788,-0.00812571755868352,1.2639400891219645,-0.00012081786249215761,0.010137299265321925,0.007437004293164553,0.007871778786210926,0.007734966070830516,0.0
2019-03-08,A,74.44759760769729,74.50473081417204,73.7048368628915,74.25714874267578,1483500,-0.009526343935290171,0.010699878716142856,-0.0021316888487414865,1.2639400891219645,-0.00012081786249215761,-0.0067111990793394015,0.007641068857300834,-0.007394655086548685,0.007913389533537254,0.0
2019-03-11,A,74.54282907537495,75.67601954512858,74.52378709313908,75.5141372680664,1210900,0.016927508619358322,0.011189794855210758,0.014666041867757107,1.2639400891219645,-0.00012081786249215761,-0.0014886717835489033,0.007585281107121278,0.0022614667516012155,0.007849382107217825,0.0
2019-03-12,A,75.7807626671642,76.30450068690716,75.38081568514404,76.11405181884766,1532300,0.007944400512073901,0.011257445672249811,0.0029533182046204143,1.2639400891219645,-0.00012081786249215761,0.004332401099812613,0.00761378186105889,0.004991082307453487,0.007889789893583406,0.0
2019-03-13,A,76.39021147493357,76.88538291504376,76.1997553324612,76.30450439453125,1529100,0.002502199937232108,0.01098440999990969,0.006949583813841809,1.2639400891219645,-0.00012081786249215761,-0.006160839785303511,0.007723700072180155,-0.004447383876609701,0.007982975168825094,0.0
2019-03-14,A,76.2378361818514,76.81871462328249,76.2378361818514,76.76158142089844,1268500,0.005990170960339158,0.011020522688433815,-0.0008680223820187738,1.2639400891219645,-0.00012081786249215761,0.007208117109719985,0.00784582017783799,0.006858193342357932,0.008086694924851208,0.0
2019-03-15,A,76.99967030274179,77.54245769134972,76.97110369257722,77.22821044921875,1999100,0.006078939746716472,0.010983073937959432,0.00498490290027398,1.2639400891219645,-0.00012081786249215761,-0.00010086100682800414,0.007849083384561828,0.001094036846442492,0.008079047987181471,0.0
2019-03-18,A,77.22820695371828,77.40913849678503,76.6473283561292,77.10441589355469,1617700,-0.0016029706624558493,0.010508031965304674,0.0037059469012648005,1.2639400891219645,-0.00012081786249215761,-0.006166247656629592,0.00799256083585743,-0.00530891756372065,0.008133165127180706,0.0
2019-03-19,A,77.39009076609173,77.86622029705495,77.1615506254742,77.32343292236328,1172600,0.002840525101843072,0.010141857873493042,-0.0001305615560248663,1.2639400891219645,-0.00012081786249215761,0.0031263649490932016,0.007464525088221075,0.0029710866578679385,0.0076221891457672695,0.0
2019-03-20,A,77.39959935598125,77.55196426160069,76.4187738878215,77.0567855834961,1768300,-0.003448467415238965,0.00987267851559738,-0.0029443536044478913,1.2639400891219645,-0.00012081786249215761,0.0003938370044656381,0.007083701659766834,-0.0005041138107910736,0.00723899477299974,0.0
2019-03-21,A,76.70446299428188,78.3423423211164,76.70446299428188,78.08523559570312,986600,0.01334665084222375,0.009911670661964071,0.010852481049954399,1.2639400891219645,-0.00012081786249215761,-0.0002494171607578862,0.007002610204233452,0.0024941697922693518,0.007115320746580366,0.0
2019-03-22,A,77.64720423165049,77.78051991816368,75.19989875042998,75.21894073486328,1435800,-0.036707257639337576,0.013181176189528325,-0.018974501239482744,1.2639400891219645,-0.00012081786249215761,-0.012603806989168773,0.007621861303862724,-0.017732756399854832,0.00828025637675018,0.0
2019-03-25,A,75.31417632639159,76.04741997582155,74.90471184665522,75.72364807128906,923000,0.006709843710838825,0.013001470550701014,-0.000839020658475631,1.2639400891219645,-0.00012081786249215761,0.007891133419179842,0.007474325625585891,0.007548864369314456,0.008113110199558904,0.0
2019-03-26,A,76.55210087090741,77.17107067751414,76.30451149523279,76.79969024658203,1428200,0.01421012065187277,0.013130770479829027,0.007182725862306283,1.2639400891219645,-0.00012081786249215761,0.005252403347822886,0.007234601055327774,0.007027394789566488,0.007942852539561765,0.0
2019-03-27,A,76.65684296813193,76.91394967955384,75.12370552755657,75.22845458984375,1446100,-0.02045888012950947,0.013785125170211215,-0.0046443248906916645,1.2639400891219645,-0.00012081786249215761,-0.014467913850765133,0.007529703134610426,-0.015814555238817807,0.008359264298903173,0.0
2019-03-28,A,75.59984444251683,75.98074951073325,74.9523080060969,75.8950424194336,1615600,0.008860847045498721,0.013932747126295827,0.003589481529391092,1.2639400891219645,-0.00012081786249215761,0.004444775303830657,0.007545648895197476,0.005271365516107629,0.00842190734795904,0.0
2019-03-29,A,76.33306593754538,76.81871267581387,76.13308520395506,76.54255676269531,1585100,0.008531708035463437,0.01306853174323278,0.0067342800173637585,1.2639400891219645,-0.00012081786249215761,0.00014079941263658163,0.006745121260627288,0.0017974280180996782,0.007551978592269441,0.0
2019-04-01,A,77.2525205534356,78.02542512051949,77.2525205534356,77.82504272460938,1522700,0.016755201500390893,0.013219012763285786,0.011568600124275408,1.2639400891219645,-0.00012081786249215761,0.002254001890790022,0.00653682484336656,0.005186601376115485,0.007377708990129034,0.0
2019-04-02,A,77.96816773319794,78.01588094296795,77.31930739239975,77.42427062988281,1203000,-0.005149654670216219,0.013225848641741067,1.745570720723677e-05,1.2639400891219645,-0.00012081786249215761,-0.005050899775847263,0.006587387787093401,-0.005167110377423456,0.00741990271633511,0.0
2019-04-03,A,77.80594590360143,78.26396063491784,77.72960768837774,78.18762969970703,2141000,0.00985942862120548,0.012966992040395012,0.002148376881724312,1.2639400891219645,-0.00012081786249215761,0.007264826816343442,0.006758591304320242,0.007711051739481167,0.007507585542220259,0.0
2019-04-04,A,78.09219872654724,78.29258834980084,76.75631643827307,77.12845611572266,2180100,-0.013546562135881457,0.013430186459853404,0.0020846350796801527,1.2639400891219645,-0.00012081786249215761,-0.016060598121787006,0.007208558368580379,-0.01563119721556161,0.008083268027024214,0.0
2019-04-05,A,77.47197453040205,78.1685407172552,77.33838629511479,77.73915100097656,1502900,0.007917893291389477,0.013241119111482682,0.004636432770241061,1.2639400891219645,-0.00012081786249215761,0.002178537905055152,0.0071334610572963445,0.003281460521148416,0.007979435121974498,0.0
2019-04-08,A,77.83457409338594,77.96816233547726,76.88991230145078,77.94908142089844,783300,0.0027004465217177476,0.012792915635593967,0.0010474599539205265,1.2639400891219645,-0.00012081786249215761,0.0014973377566999061,0.007151565003603207,0.001652986567797221,0.007970287057746224,0.0
2019-04-09,A,77.82504028612155,77.97771674299176,77.5483196680549,77.69145202636719,1254700,-0.0033050985314392323,0.012749607777219299,-0.006067494393846573,1.2639400891219645,-0.00012081786249215761,0.0044846687359583835,0.007157332152179843,0.002762395862407341,0.007907218118321648,0.0
2019-04-10,A,77.72006649138598,78.47389001481788,77.72006649138598,77.93953704833984,982900,0.0031932087186175018,0.01275453082545347,0.0034778715639784963,1.2639400891219645,-0.00012081786249215761,-0.0010817947134200666,0.007043935203136421,-0.0002846628453609945,0.007850975417050342,0.0
2019-04-11,A,78.13039544952616,78.16856456839926,77.18573341746594,77.36703491210938,1071500,-0.007345464932328127,0.012835883484568664,3.8123067008344336e-05,1.2639400891219645,-0.00012081786249215761,-0.007272832342548099,0.006955532406246386,-0.007383587999336472,0.007819150281841757,0.0
2019-04-12,A,77.70098856908572,78.30213567952327,77.19526059490619,77.27159881591797,1249300,-0.0012335498743079043,0.012771753430825606,0.006609324208602496,1.2639400891219645,-0.00012081786249215761,-0.009466521841072743,0.007188561726919067,-0.0078428740829104,0.007950366567798735,0.0
2019-04-15,A,77.29066929811185,77.41471343050186,76.25058847727163,76.71814727783203,1627300,-0.007162418619089395,0.012871029103485192,-0.0006293691084816588,1.2639400891219645,-0.00012081786249215761,-0.0062461159095323175,0.007191209984015203,-0.006533049510607736,0.007986686838888033,0.0
2019-04-16,A,77.11892266067358,77.25251090793425,73.65515776953457,73.99867248535156,3441500,-0.03544760775611522,0.015060633897519455,0.0005093580038946222,1.2639400891219645,-0.00012081786249215761,-0.035970587894460615,0.01040997434534021,-0.03595696576000984,0.011018250514847356,0.0
2019-04-17,A,74.57119508554428,74.73340834687617,71.0501728647946,71.97575378417969,4472000,-0.027337229618170866,0.01608671686656908,-0.0022738117853239315,1.2639400891219645,-0.00012081786249215761,-0.024342449885089806,0.011334705097338056,-0.025063417832846935,0.012002427089347817,0.0
2019-04-18,A,72.26200864524665,73.03491301586783,71.86123667528334,72.68185424804688,2874100,0.009810254519660111,0.015912834458965644,0.0015790922795098083,1.2639400891219645,-0.00012081786249215761,0.007935194345656836,0.011653580253453522,0.008231162240150303,0.012247794159707108,0.0
2019-04-22,A,72.45285154647671,73.20667505265655,71.68948394325301,72.10933685302734,2016000,-0.00787703342110202,0.013923776401921457,0.001012017561471401,1.2639400891219645,-0.00012081786249215761,-0.009035345125449018,0.01154919750497057,-0.008889050982573421,0.011893610620451746,0.0
2019-04-23,A,70.87842514429116,73.28302849814446,70.3822411950914,72.09980773925781,4607100,-0.00013214812651729524,0.01378143502231732,0.008841205788409079,1.2639400891219645,-0.00012081786249215761,-0.011186084696172537,0.011275398888940307,-0.008973353914926374,0.011627002419088296,0.0
2019-04-24,A,72.36696556633082,73.12078903431501,71.97574496751095,72.31925964355469,1942700,0.003043723848619617,0.01329241278784687,-0.002191763174733685,1.2639400891219645,-0.00012081786249215761,0.005934799053518909,0.011309789034911127,0.005235487023353302,0.011538191390756465,0.0
2019-04-25,A,71.81354799436751,73.51203356623299,71.50820235538063,73.2066879272461,1481400,0.012270981313488916,0.013031168489729955,-0.0003689736527457965,1.2639400891219645,-0.00012081786249215761,0.012858159767516253,0.011772645990703648,0.012639954966234712,0.011860998246076934,0.0
2019-04-26,A,73.45478805959706,73.9128029062893,72.80592762677078,73.8746337890625,1608900,0.00912410984198897,0.01304207919946479,0.0046852921407636305,1.2639400891219645,-0.00012081786249215761,0.003322999138521904,0.011733725065325344,0.004438817701225339,0.01183039317277221,0.0
2019-04-29,A,73.92233030553675,74.847911169145,73.77919796827544,73.78874206542969,2177700,-0.0011626686892021176,0.012837297229585124,0.001071522174355355,1.2639400891219645,-0.00012081786249215761,-0.0023961906592608285,0.011701501139406748,-0.0022341908635574725,0.011770662334565193,0.0
2019-04-30,A,73.89369560189688,74.99102639027272,73.8364383064946,74.9051513671875,1726200,0.015129805313226052,0.012718567282597603,0.0009514170090862972,1.2639400891219645,-0.00012081786249215761,0.014048089076461523,0.012315352586252127,0.014178388304139755,0.012286026241621329,0.0
2019-05-01,A,74.89562731523557,75.30593618870222,73.7410389224606,73.9223403930664,1078600,-0.013120739444251628,0.012950759735952158,-0.007502163081421376,1.2639400891219645,-0.00012081786249215761,-0.0035176369080202243,0.012309497333076345,-0.005618576362830252,0.012290261332721967,0.0
2019-05-02,A,73.86509535446712,74.75250001052919,73.61699973792564,74.61891174316406,946800,0.009423015375240817,0.01292966689667744,-0.0021239857917741967,1.2639400891219645,-0.00012081786249215761,0.01222842402868184,0.012581852500181064,0.011547001167015014,0.012497903666701442,0.0
2019-05-03,A,74.98149605585185,75.91661369477995,74.98149605585185,75.65898132324219,1303200,0.013938417966453454,0.013125282311955757,0.009638279380647763,1.2639400891219645,-0.00012081786249215761,0.0018770281295872847,0.0122444848515024,0.004300138585805691,0.01223136563457913,0.0
2019-05-06,A,74.06546772879953,75.7734972360434,73.67423979875429,75.71623992919922,1624300,0.0007567985314578252,0.012969437305827301,-0.004470988428756373,1.2639400891219645,-0.00012081786249215761,0.006528677907055585,0.012364546528818049,0.005227786960214198,0.012283444377907347,0.0
2019-05-07,A,74.99103186132552,75.16278920003884,72.54826729296961,73.1589584350586,1732200,-0.03377454422633619,0.014819282676619689,-0.016511651392423388,1.2639400891219645,-0.00012081786249215761,-0.012783988231353606,0.012563331753334723,-0.017262892833912802,0.01271387854481159,0.0
2019-05-08,A,73.26394363745978,73.7601348892769,72.6437082126958,73.10173034667969,2243600,-0.0007822430718407158,0.014827825143002975,-0.0016054253132695706,1.2639400891219645,-0.00012081786249215761,0.0013677362041840408,0.012488572954173646,0.0008231822414288548,0.012675968409283605,0.0
2019-05-09,A,72.20477347002613,73.53111935983254,71.42232476323375,73.47386932373047,1717500,0.005090699977769786,0.014875089884141683,-0.0030214249424966866,1.2639400891219645,-0.00012081786249215761,0.009030417951356532,0.01276597088485577,0.008112124920266472,0.012906583115371966,0.0
2019-05-10,A,73.13034105318481,73.60744401270715,70.69711304761545,73.56927490234375,2849800,0.0012984967239566547,0.014862845249449476,0.0037202972597878414,1.2639400891219645,-0.00012081786249215761,-0.0032829182636476325,0.012716141279388667,-0.0024218005358311867,0.012856396377735035,0.0
2019-05-13,A,72.28111729409416,72.43379377552534,69.8765209516756,70.45858001708984,3547300,-0.042282527446179885,0.017322928311644333,-0.02413055719884427,1.2639400891219645,-0.00012081786249215761,-0.011662130967217837,0.012791838873768393,-0.018151970247335614,0.013289559047977496,0.0
2019-05-14,A,71.02153557406272,73.15895445509516,70.89749144507844,72.52918243408203,2557700,0.0293875127271932,0.018880682316897105,0.008015944543135589,1.2639400891219645,-0.00012081786249215761,0.019376656929437835,0.013627867548310756,0.02137156818405761,0.014305072283942047,0.0
2019-05-15,A,64.27531920211688,66.69900340846917,63.20660582041384,64.54249572753906,14523800,-0.11011687211284438,0.02988615235868123,0.00583897507464215,1.2639400891219645,-0.00012081786249215761,-0.11737616892657635,0.028580889136109237,-0.11595584718748653,0.028555763686461056,0.0
2019-05-16,A,64.50431805818216,66.24097252313277,64.50431805818216,66.12647247314453,4567700,0.024541609799102027,0.030219666486776296,0.008895287120600504,1.2639400891219645,-0.00012081786249215761,0.013419317665616921,0.028486727258771345,0.015646322678501523,0.028533018449442685,0.0
2019-05-17,A,65.30586647361444,66.670381459817,65.06731495350921,65.94518280029297,3935700,-0.002741559712340469,0.030052630782814217,-0.005837333350761975,1.2639400891219645,-0.00012081786249215761,0.004757297785748396,0.02843035663092745,0.003095773638421506,0.028445929925409744,0.0
2019-05-20,A,65.51578981513386,66.76579739057082,65.4967016176382,65.77342224121094,4029700,-0.0026045959960743215,0.03004364166460384,-0.0067493779153879885,1.2639400891219645,-0.00012081786249215761,0.00604703119031115,0.028470906316712914,0.004144781919313667,0.02846874805104118,0.0
2019-05-21,A,66.19327979083597,67.21428002683636,65.12456633782026,65.19136047363281,3928200,-0.008849497984817156,0.030045737633363535,0.008495835590448308,1.2639400891219645,-0.00012081786249215761,-0.019466907315681792,0.028662363510618422,-0.017345333575265465,0.028622447298349975,0.0
2019-05-22,A,65.04820671452164,65.49668459895118,64.41843468107663,64.85736846923828,4985400,-0.00512325562724858,0.02999224321469821,-0.0028243962306494508,1.2639400891219645,-0.00012081786249215761,-0.0014325701412736145,0.02858894868696087,-0.002298859396599129,0.02855214537362481,0.0
2019-05-23,A,64.10356276106897,64.74287906767337,63.00622434703768,64.59974670410156,5358500,-0.003972127935762737,0.029719204059457036,-0.01191414994527018,1.2639400891219645,-0.00012081786249215761,0.011207461670366662,0.02854202940178566,0.007942022009507443,0.028428937797267656,0.0
2019-05-24,A,65.019596220396,66.68945671944053,64.96234619003324,65.22952270507812,3852900,0.00974889272958368,0.029736031851617165,0.0013535590072402126,1.2639400891219645,-0.00012081786249215761,0.008158893099832806,0.02862266628709876,0.008395333722343468,0.028504585182682056,0.0
2019-05-28,A,65.29631721473943,65.70662608809872,63.89363322255734,64.00814056396484,2984700,-0.018724376485713567,0.0298521727353631,-0.008375676922946718,1.2639400891219645,-0.00012081786249215761,-0.008017204786775353,0.02864201485688697,-0.01034869956276685,0.028538476130229338,0.0
2019-05-29,A,63.54057072350119,64.87646050965967,63.54057072350119,64.21806335449219,3722100,0.0032796264456012025,0.029513041274017975,-0.0069119122568113145,1.2639400891219645,-0.00012081786249215761,0.012136687301970652,0.02858359869952402,0.010191538702412517,0.028416782708506737,0.0
2019-05-30,A,64.4947614691422,64.79057019434985,63.6741512431158,63.82682037353516,2947900,-0.006092413263808827,0.029481051086038847,0.0020984713906617714,1.2639400891219645,-0.00012081786249215761,-0.008623937517849602,0.028605901135484123,-0.008190884654470598,0.028428262719849957,0.0
2019-05-31,A,63.2066032669209,64.4661548930366,63.0443899944699,63.9795150756836,2829300,0.0023923281976889754,0.02931788753799247,-0.01319537280847849,1.2639400891219645,-0.00012081786249215761,0.01919130674372698,0.028852870861023207,0.015587701006167465,0.02856278929072126,0.0
2019-06-03,A,63.9699773157527,64.98143344421302,63.76005081059722,63.92226409912109,2560600,-0.0008948329241756925,0.02893933697649015,-0.0027652403144732274,1.2639400891219645,-0.00012081786249215761,0.0027210830278354054,0.02886173080250977,0.0018704073902975349,0.028529177646538895,0.0
2019-06-04,A,64.5615968421591,64.88602346507692,63.3688390578746,64.83831024169922,4402800,0.014330627293765108,0.029311622579253023,0.021432370568193138,1.2639400891219645,-0.00012081786249215761,-0.012637787209799741,0.028831664878293008,-0.0071017432744280296,0.028441479049811865,0.0
2019-06-05,A,65.46805861290538,65.84974237778705,64.78102929212086,65.21996307373047,2289200,0.005886224218499159,0.028762310235020197,0.008161854781411959,1.2639400891219645,-0.00012081786249215761,-0.004309053378827048,0.02876405694958184,-0.0022756305629128004,0.02830110014833657,0.0
