date,symbol,open,high,low,close,volume,daily_return,daily_vol_3d,market_return,alpha,beta,market_adj_return,market_adj_vol_3d,impact_score
2019-01-02,A,63.32522534529135,63.391883186627375,62.18251741805679,62.553897857666016,2113300,,,,-0.0002015450734123,1.2642469954943625,,,0
2019-01-03,A,62.4015473562483,62.63961216823775,59.04007337338314,60.24944305419922,5383900,-0.037535222426994,,-0.0250683318189151,-0.0002015450734123,1.2642469954943625,-0.0056411141694625,,0
2019-01-04,A,61.03027575544362,62.801478074703816,61.03027575544362,62.33487319946289,3123700,0.0340277032017102,0.0506026299936054,0.0337593990603464,-0.0002015450734123,1.2642469954943625,-0.0084509705566155,0.0019868685055162,-1
2019-01-07,A,62.50626462522099,64.21080868289484,62.477698024754815,63.65849685668945,3235100,0.0210117779058741,0.0381191506634638,0.0069859759952297,-0.0002015450734123,1.2642469954943625,0.0123813238167215,0.011304040964331,2
2019-01-08,A,64.36318082485309,64.9535840065706,63.51567091578925,64.59172821044922,1578100,0.0145535467901382,0.0099193903407536,0.0096485873364973,-0.0002015450734123,1.2642469954943625,0.0025568943126188,0.0104217480372998,0
2019-01-09,A,64.94406430047368,66.33436890674035,64.75361539654783,65.94393920898438,2442300,0.0207186188402687,0.0036469805950792,0.0040896713328221,-0.0002015450734123,1.2642469954943625,0.0157498092186012,0.0068546713111115,2
2019-01-10,A,65.75350074871403,66.61052821766238,65.32497974907872,66.56291961669922,1080900,0.0093426848321944,0.0056946330037458,0.0045082413744622,-0.0002015450734123,1.2642469954943625,0.0038446992929795,0.0072737322804397,0
2019-01-11,A,65.98203014124773,67.04856288777415,65.6487409283207,67.01998901367188,1210800,0.0068432583985184,0.007395771702375,-0.0001463085444824,-0.0002015450734123,1.2642469954943625,0.0072297736097078,0.0061343483387631,1
2019-01-14,A,66.39149259912739,66.93427988911368,66.34387674739779,66.42005920410156,2182700,-0.0089918110752803,0.0099427553015466,-0.0052713945872494,-0.0002015450734123,1.2642469954943625,-0.0021259212328725,0.0047370184641992,0
2019-01-15,A,66.61050719029485,67.37231721683139,66.29626727462046,67.22947692871094,1793100,0.0121126888173366,0.0109842025798892,0.010664618879761,-0.0002015450734123,1.2642469954943625,-0.0011684784860813,0.0051474323836468,0
2019-01-16,A,67.43896899048528,67.73416689829688,66.62955045073342,66.68668365478516,1480300,-0.0081065084908474,0.01193733370684,0.0022195205290883,-0.0002015450734123,1.2642469954943625,-0.010710985577773,0.0052548306032712,-1
2019-01-17,A,66.42957288672505,67.83891177783637,66.42957288672505,67.43896484375,1225800,0.011217676649589,0.0114239596018598,0.0075627307062357,-0.0002015450734123,1.2642469954943625,0.0018580621499099,0.0065599841285004,0
